1.00000000e-10  1.00000000e+00  1.80066702e-06  
2.00000000e-03  9.99987265e-01  1.80064409e-06  
4.00000000e-03  9.99949065e-01  1.80057530e-06  
6.00000000e-03  9.99885409e-01  1.80046068e-06  
8.00000000e-03  9.99796314e-01  1.80030025e-06  
1.00000000e-02  9.99681802e-01  1.80009405e-06  
1.20000000e-02  9.99541902e-01  1.79984214e-06  
1.40000000e-02  9.99376649e-01  1.79954457e-06  
1.60000000e-02  9.99186086e-01  1.79920143e-06  
1.80000000e-02  9.98970260e-01  1.79881280e-06  
2.00000000e-02  9.98729226e-01  1.79837878e-06  
2.20000000e-02  9.98463045e-01  1.79789948e-06  
2.40000000e-02  9.98171785e-01  1.79737501e-06  
2.60000000e-02  9.97855519e-01  1.79680553e-06  
2.80000000e-02  9.97514327e-01  1.79619115e-06  
3.00000000e-02  9.97148294e-01  1.79553205e-06  
3.20000000e-02  9.96757512e-01  1.79482838e-06  
3.40000000e-02  9.96342078e-01  1.79408032e-06  
3.60000000e-02  9.95902096e-01  1.79328806e-06  
3.80000000e-02  9.95437676e-01  1.79245179e-06  
4.00000000e-02  9.94948932e-01  1.79157173e-06  
4.20000000e-02  9.94435985e-01  1.79064808e-06  
4.40000000e-02  9.93898963e-01  1.78968108e-06  
4.60000000e-02  9.93337997e-01  1.78867097e-06  
4.80000000e-02  9.92753223e-01  1.78761799e-06  
5.00000000e-02  9.92144786e-01  1.78652240e-06  
5.20000000e-02  9.91512834e-01  1.78538446e-06  
5.40000000e-02  9.90857518e-01  1.78420446e-06  
5.60000000e-02  9.90178998e-01  1.78298267e-06  
5.80000000e-02  9.89477437e-01  1.78171939e-06  
6.00000000e-02  9.88753003e-01  1.78041492e-06  
6.20000000e-02  9.88005868e-01  1.77906958e-06  
6.40000000e-02  9.87236209e-01  1.77768368e-06  
6.60000000e-02  9.86444210e-01  1.77625756e-06  
6.80000000e-02  9.85630055e-01  1.77479154e-06  
7.00000000e-02  9.84793936e-01  1.77328596e-06  
7.20000000e-02  9.83936047e-01  1.77174119e-06  
7.40000000e-02  9.83056587e-01  1.77015758e-06  
7.60000000e-02  9.82155758e-01  1.76853548e-06  
7.80000000e-02  9.81233767e-01  1.76687528e-06  
8.00000000e-02  9.80290824e-01  1.76517736e-06  
8.20000000e-02  9.79327143e-01  1.76344209e-06  
8.40000000e-02  9.78342940e-01  1.76166987e-06  
8.60000000e-02  9.77338437e-01  1.75986109e-06  
8.80000000e-02  9.76313856e-01  1.75801616e-06  
9.00000000e-02  9.75269424e-01  1.75613549e-06  
9.20000000e-02  9.74205371e-01  1.75421948e-06  
9.40000000e-02  9.73121929e-01  1.75226856e-06  
9.60000000e-02  9.72019332e-01  1.75028315e-06  
9.80000000e-02  9.70897819e-01  1.74826368e-06  
1.00000000e-01  9.69757628e-01  1.74621058e-06  
1.02000000e-01  9.68599002e-01  1.74412428e-06  
1.04000000e-01  9.67422186e-01  1.74200523e-06  
1.06000000e-01  9.66227425e-01  1.73985386e-06  
1.08000000e-01  9.65014967e-01  1.73767063e-06  
1.10000000e-01  9.63785063e-01  1.73545598e-06  
1.12000000e-01  9.62537963e-01  1.73321037e-06  
1.14000000e-01  9.61273921e-01  1.73093425e-06  
1.16000000e-01  9.59993191e-01  1.72862808e-06  
1.18000000e-01  9.58696028e-01  1.72629232e-06  
1.20000000e-01  9.57382690e-01  1.72392744e-06  
1.22000000e-01  9.56053434e-01  1.72153389e-06  
1.24000000e-01  9.54708519e-01  1.71911214e-06  
1.26000000e-01  9.53348203e-01  1.71666267e-06  
1.28000000e-01  9.51972748e-01  1.71418593e-06  
1.30000000e-01  9.50582413e-01  1.71168240e-06  
1.32000000e-01  9.49177460e-01  1.70915255e-06  
1.34000000e-01  9.47758150e-01  1.70659684e-06  
1.36000000e-01  9.46324745e-01  1.70401576e-06  
1.38000000e-01  9.44877506e-01  1.70140976e-06  
1.40000000e-01  9.43416694e-01  1.69877933e-06  
1.42000000e-01  9.41942573e-01  1.69612493e-06  
1.44000000e-01  9.40455402e-01  1.69344703e-06  
1.46000000e-01  9.38955442e-01  1.69074610e-06  
1.48000000e-01  9.37442955e-01  1.68802261e-06  
1.50000000e-01  9.35918201e-01  1.68527704e-06  
1.52000000e-01  9.34381439e-01  1.68250984e-06  
1.54000000e-01  9.32832927e-01  1.67972149e-06  
1.56000000e-01  9.31272924e-01  1.67691244e-06  
1.58000000e-01  9.29701688e-01  1.67408317e-06  
1.60000000e-01  9.28119473e-01  1.67123413e-06  
1.62000000e-01  9.26526537e-01  1.66836578e-06  
1.64000000e-01  9.24923131e-01  1.66547858e-06  
1.66000000e-01  9.23309511e-01  1.66257299e-06  
1.68000000e-01  9.21685926e-01  1.65964945e-06  
1.70000000e-01  9.20052628e-01  1.65670842e-06  
1.72000000e-01  9.18409865e-01  1.65375036e-06  
1.74000000e-01  9.16757885e-01  1.65077569e-06  
1.76000000e-01  9.15096934e-01  1.64778487e-06  
1.78000000e-01  9.13427256e-01  1.64477833e-06  
1.80000000e-01  9.11749093e-01  1.64175652e-06  
1.82000000e-01  9.10062686e-01  1.63871987e-06  
1.84000000e-01  9.08368276e-01  1.63566880e-06  
1.86000000e-01  9.06666098e-01  1.63260374e-06  
1.88000000e-01  9.04956388e-01  1.62952512e-06  
1.90000000e-01  9.03239381e-01  1.62643336e-06  
1.92000000e-01  9.01515306e-01  1.62332888e-06  
1.94000000e-01  8.99784394e-01  1.62021208e-06  
1.96000000e-01  8.98046872e-01  1.61708339e-06  
1.98000000e-01  8.96302966e-01  1.61394319e-06  
2.00000000e-01  8.94552898e-01  1.61079190e-06  
2.02000000e-01  8.92796889e-01  1.60762991e-06  
2.04000000e-01  8.91035158e-01  1.60445762e-06  
2.06000000e-01  8.89267922e-01  1.60127542e-06  
2.08000000e-01  8.87495394e-01  1.59808369e-06  
2.10000000e-01  8.85717787e-01  1.59488281e-06  
2.12000000e-01  8.83935309e-01  1.59167316e-06  
2.14000000e-01  8.82148169e-01  1.58845512e-06  
