0.000000000000        9.99999479e-01    1.41052769e-07
2.20000000e-03        9.96941130e-01    1.40621380e-07
4.19998000e-03        9.94173583e-01    1.40231009e-07
6.19996000e-03        9.91418543e-01    1.39842403e-07
8.19993999e-03        9.88675934e-01    1.39455550e-07
1.01999200e-02        9.85945682e-01    1.39070440e-07
1.21999000e-02        9.83227711e-01    1.38687063e-07
1.41998800e-02        9.80521949e-01    1.38305408e-07
1.61998600e-02        9.77828321e-01    1.37925464e-07
1.81998400e-02        9.75146755e-01    1.37547221e-07
2.01998200e-02        9.72477178e-01    1.37170670e-07
2.21998000e-02        9.69819518e-01    1.36795799e-07
2.41997800e-02        9.67173704e-01    1.36422600e-07
2.61997600e-02        9.64539666e-01    1.36051061e-07
2.81997400e-02        9.61917333e-01    1.35681174e-07
3.01997200e-02        9.59306635e-01    1.35312927e-07
3.21997000e-02        9.56707503e-01    1.34946312e-07
3.41996800e-02        9.54119869e-01    1.34581319e-07
3.61996600e-02        9.51543664e-01    1.34217938e-07
3.81996400e-02        9.48978820e-01    1.33856160e-07
4.01996200e-02        9.46425271e-01    1.33495974e-07
4.21996000e-02        9.43882949e-01    1.33137372e-07
4.41995800e-02        9.41351789e-01    1.32780345e-07
4.61995600e-02        9.38831724e-01    1.32424883e-07
4.81995400e-02        9.36322690e-01    1.32070976e-07
5.01995200e-02        9.33824622e-01    1.31718617e-07
5.21994999e-02        9.31337454e-01    1.31367795e-07
5.41994799e-02        9.28861124e-01    1.31018501e-07
5.61994599e-02        9.26395569e-01    1.30670728e-07
5.81994399e-02        9.23940724e-01    1.30324465e-07
6.01994199e-02        9.21496528e-01    1.29979704e-07
6.21993999e-02        9.19062918e-01    1.29636437e-07
6.41993799e-02        9.16639834e-01    1.29294654e-07
6.61993599e-02        9.14227213e-01    1.28954347e-07
6.81993399e-02        9.11824996e-01    1.28615507e-07
7.01993199e-02        9.09433121e-01    1.28278126e-07
7.21992999e-02        9.07051530e-01    1.27942196e-07
7.41992799e-02        9.04680162e-01    1.27607708e-07
7.61992599e-02        9.02318959e-01    1.27274654e-07
7.81992399e-02        8.99967863e-01    1.26943025e-07
8.01992199e-02        8.97626814e-01    1.26612813e-07
8.21991999e-02        8.95295755e-01    1.26284011e-07
8.41991799e-02        8.92974630e-01    1.25956609e-07
8.61991599e-02        8.90663380e-01    1.25630601e-07
8.81991399e-02        8.88361950e-01    1.25305978e-07
9.01991199e-02        8.86070284e-01    1.24982732e-07
9.21990999e-02        8.83788325e-01    1.24660855e-07
9.41990799e-02        8.81516019e-01    1.24340340e-07
9.61990599e-02        8.79253310e-01    1.24021178e-07
9.81990399e-02        8.77000144e-01    1.23703363e-07
1.00199020e-01        8.74756467e-01    1.23386886e-07
1.02199000e-01        8.72522225e-01    1.23071740e-07
1.04198980e-01        8.70297365e-01    1.22757917e-07
1.06198960e-01        8.68081833e-01    1.22445410e-07
1.08198940e-01        8.65875578e-01    1.22134211e-07
1.10198920e-01        8.63678546e-01    1.21824313e-07
1.12198900e-01        8.61490685e-01    1.21515710e-07
1.14198880e-01        8.59311945e-01    1.21208392e-07
1.16198860e-01        8.57142274e-01    1.20902354e-07
1.18198840e-01        8.54981621e-01    1.20597588e-07
1.20198820e-01        8.52829936e-01    1.20294086e-07
