##
#  cooling data, log Lamnda, ergs/cm^3/s, = L/n^2,  where n is the total number of particles.  
#
# Format 3
#
# Cooling file formats:
# Format = 0 -> 2 columns: basic total cooling
# 		log(t)  log(total)
# Format = 1 -> 5 columns: cooling components
# 		log(t)  log(total)  log(atomic) log(H2) log(CO)
# Format = 2 -> 7 columns:  cooling components + mu and gamma
# 		log(t)  log(total)  log(atomic) log(H2) log(CO) mu  gamma
# Format = 3 -> 10 columns: 2 plus H ionisation fractions
# 		log(t)  log(total)  log(atomic) log(H2) log(CO) mu  gamma fH2 fHI fHII
# Format = 4 -> 4 columns: total and derivatives  must be computed from components and local composition
#           for use when ion fractions are computed (NEQIONISATION),
#           mu and gamma computed too, and each component needs to be multiplied by the 
#           appropriate species fractions to get the correct cooling.  
#  		ie atomic x (fHI+fHII)^2
#  		ie molecular components x (fH2 * abundance wrt H2 )^2 
#           total = atomic*(fH1+fHII)^2 + H2*fH2^2 + CO*fH2^2
# 		log(t)  log(atomic) log(H2) log(CO)
# Format = 5 -> 13 columns: 3 plus xray cooling fractions
# 		log(t)  log(total)  log(atomic) log(H2) log(CO) mu  gamma fH2 fHI fHII fxr fsxr fhxr
#
#######
#   Abundances relative to solar ref.
#
#   for He use:			 He/H = 0.0737+0.024*Z/Z_sol
#
#   For Secondary elements  use                  
#	log{N/H}=log[1.1e-5*Z/Z_sol +4.9e-5*(Z/Z_sol)^2]  (Groves et al. ApJ, 2004)
#	log{C/H}=log[6.0e-5*Z/Z_sol +2.0e-4*(z/Z_sol)^2]  (Garnett et al. 1999, ApJ, 513, 168)
#
#   Solar Ref: Asplund, Grevesse & Sauval 2005, ASP Conf. Ser. 336 eds T.G. Barnes & F.N. Bash
#
#######
Solar x 1.0 NEQ Atomic Cooling and EOS, Format 3
3         
663         
3.326915E+00 -2.535996E+01 -2.535996E+01 -6.000000E+01 -6.000000E+01 1.196590E+00 1.666667E+00 0.000000E+00 9.241320E-01 7.586834E-02
3.337715E+00 -2.534002E+01 -2.534002E+01 -6.000000E+01 -6.000000E+01 1.192670E+00 1.666667E+00 0.000000E+00 9.206440E-01 7.935639E-02
3.348412E+00 -2.531996E+01 -2.531996E+01 -6.000000E+01 -6.000000E+01 1.188600E+00 1.666667E+00 0.000000E+00 9.170000E-01 8.300023E-02
3.359006E+00 -2.529979E+01 -2.529979E+01 -6.000000E+01 -6.000000E+01 1.184390E+00 1.666667E+00 0.000000E+00 9.131960E-01 8.680398E-02
3.369492E+00 -2.527951E+01 -2.527951E+01 -6.000000E+01 -6.000000E+01 1.180030E+00 1.666667E+00 0.000000E+00 9.092290E-01 9.077143E-02
3.379871E+00 -2.525912E+01 -2.525912E+01 -6.000000E+01 -6.000000E+01 1.175520E+00 1.666667E+00 0.000000E+00 9.050940E-01 9.490600E-02
3.390140E+00 -2.523863E+01 -2.523863E+01 -6.000000E+01 -6.000000E+01 1.170860E+00 1.666667E+00 0.000000E+00 9.007890E-01 9.921071E-02
3.400300E+00 -2.521804E+01 -2.521804E+01 -6.000000E+01 -6.000000E+01 1.166050E+00 1.666667E+00 0.000000E+00 8.963120E-01 1.036880E-01
3.410349E+00 -2.519736E+01 -2.519736E+01 -6.000000E+01 -6.000000E+01 1.161100E+00 1.666667E+00 0.000000E+00 8.916590E-01 1.083410E-01
3.420286E+00 -2.517659E+01 -2.517659E+01 -6.000000E+01 -6.000000E+01 1.156010E+00 1.666667E+00 0.000000E+00 8.868300E-01 1.131700E-01
3.430114E+00 -2.515573E+01 -2.515573E+01 -6.000000E+01 -6.000000E+01 1.150780E+00 1.666667E+00 0.000000E+00 8.818240E-01 1.181760E-01
3.439833E+00 -2.513481E+01 -2.513481E+01 -6.000000E+01 -6.000000E+01 1.145410E+00 1.666667E+00 0.000000E+00 8.766390E-01 1.233610E-01
3.449443E+00 -2.511385E+01 -2.511385E+01 -6.000000E+01 -6.000000E+01 1.139920E+00 1.666667E+00 0.000000E+00 8.712760E-01 1.287240E-01
3.458944E+00 -2.509284E+01 -2.509284E+01 -6.000000E+01 -6.000000E+01 1.134290E+00 1.666667E+00 0.000000E+00 8.657340E-01 1.342660E-01
3.468341E+00 -2.507181E+01 -2.507181E+01 -6.000000E+01 -6.000000E+01 1.128550E+00 1.666667E+00 0.000000E+00 8.600150E-01 1.399850E-01
3.477635E+00 -2.505077E+01 -2.505077E+01 -6.000000E+01 -6.000000E+01 1.122690E+00 1.666667E+00 0.000000E+00 8.541200E-01 1.458800E-01
3.486826E+00 -2.502972E+01 -2.502972E+01 -6.000000E+01 -6.000000E+01 1.116720E+00 1.666667E+00 0.000000E+00 8.480510E-01 1.519490E-01
3.495922E+00 -2.500867E+01 -2.500867E+01 -6.000000E+01 -6.000000E+01 1.110640E+00 1.666667E+00 0.000000E+00 8.418060E-01 1.581940E-01
3.504927E+00 -2.498810E+01 -2.498810E+01 -6.000000E+01 -6.000000E+01 1.104460E+00 1.666667E+00 0.000000E+00 8.353810E-01 1.646190E-01
3.513838E+00 -2.496801E+01 -2.496801E+01 -6.000000E+01 -6.000000E+01 1.098180E+00 1.666667E+00 0.000000E+00 8.287750E-01 1.712250E-01
3.522648E+00 -2.494799E+01 -2.494799E+01 -6.000000E+01 -6.000000E+01 1.091800E+00 1.666667E+00 0.000000E+00 8.219910E-01 1.780090E-01
3.531360E+00 -2.492807E+01 -2.492807E+01 -6.000000E+01 -6.000000E+01 1.085340E+00 1.666667E+00 0.000000E+00 8.150300E-01 1.849700E-01
3.539979E+00 -2.490825E+01 -2.490825E+01 -6.000000E+01 -6.000000E+01 1.078790E+00 1.666667E+00 0.000000E+00 8.078950E-01 1.921050E-01
3.548505E+00 -2.488855E+01 -2.488855E+01 -6.000000E+01 -6.000000E+01 1.072160E+00 1.666667E+00 0.000000E+00 8.005870E-01 1.994130E-01
3.556941E+00 -2.486898E+01 -2.486898E+01 -6.000000E+01 -6.000000E+01 1.065470E+00 1.666667E+00 0.000000E+00 7.931110E-01 2.068890E-01
3.565290E+00 -2.484956E+01 -2.484956E+01 -6.000000E+01 -6.000000E+01 1.058710E+00 1.666667E+00 0.000000E+00 7.854670E-01 2.145330E-01
3.573556E+00 -2.483030E+01 -2.483030E+01 -6.000000E+01 -6.000000E+01 1.051890E+00 1.666667E+00 0.000000E+00 7.776580E-01 2.223420E-01
3.581739E+00 -2.481120E+01 -2.481120E+01 -6.000000E+01 -6.000000E+01 1.045020E+00 1.666667E+00 0.000000E+00 7.696880E-01 2.303120E-01
3.589844E+00 -2.479228E+01 -2.479228E+01 -6.000000E+01 -6.000000E+01 1.038100E+00 1.666667E+00 0.000000E+00 7.615580E-01 2.384420E-01
3.597871E+00 -2.477355E+01 -2.477355E+01 -6.000000E+01 -6.000000E+01 1.031150E+00 1.666667E+00 0.000000E+00 7.532710E-01 2.467290E-01
3.605824E+00 -2.475501E+01 -2.475501E+01 -6.000000E+01 -6.000000E+01 1.024150E+00 1.666667E+00 0.000000E+00 7.448310E-01 2.551690E-01
3.613705E+00 -2.473668E+01 -2.473668E+01 -6.000000E+01 -6.000000E+01 1.017130E+00 1.666667E+00 0.000000E+00 7.362390E-01 2.637610E-01
3.621518E+00 -2.471856E+01 -2.471856E+01 -6.000000E+01 -6.000000E+01 1.010080E+00 1.666667E+00 0.000000E+00 7.274970E-01 2.725030E-01
3.629262E+00 -2.470064E+01 -2.470064E+01 -6.000000E+01 -6.000000E+01 1.003020E+00 1.666667E+00 0.000000E+00 7.186100E-01 2.813900E-01
3.636941E+00 -2.468280E+01 -2.468280E+01 -6.000000E+01 -6.000000E+01 9.959370E-01 1.666667E+00 0.000000E+00 7.095820E-01 2.904180E-01
3.644559E+00 -2.466510E+01 -2.466510E+01 -6.000000E+01 -6.000000E+01 9.888500E-01 1.666667E+00 0.000000E+00 7.004170E-01 2.995830E-01
3.652117E+00 -2.464755E+01 -2.464755E+01 -6.000000E+01 -6.000000E+01 9.817600E-01 1.666667E+00 0.000000E+00 6.911190E-01 3.088810E-01
3.659620E+00 -2.463019E+01 -2.463019E+01 -6.000000E+01 -6.000000E+01 9.746710E-01 1.666667E+00 0.000000E+00 6.816910E-01 3.183090E-01
3.667070E+00 -2.461304E+01 -2.461304E+01 -6.000000E+01 -6.000000E+01 9.675890E-01 1.666667E+00 0.000000E+00 6.721360E-01 3.278640E-01
3.674469E+00 -2.459609E+01 -2.459609E+01 -6.000000E+01 -6.000000E+01 9.605160E-01 1.666667E+00 0.000000E+00 6.624580E-01 3.375420E-01
3.681819E+00 -2.457933E+01 -2.457933E+01 -6.000000E+01 -6.000000E+01 9.534560E-01 1.666667E+00 0.000000E+00 6.526580E-01 3.473420E-01
3.689122E+00 -2.456277E+01 -2.456277E+01 -6.000000E+01 -6.000000E+01 9.464130E-01 1.666667E+00 0.000000E+00 6.427410E-01 3.572590E-01
3.696381E+00 -2.454640E+01 -2.454640E+01 -6.000000E+01 -6.000000E+01 9.393900E-01 1.666667E+00 0.000000E+00 6.327090E-01 3.672910E-01
3.703597E+00 -2.453022E+01 -2.453022E+01 -6.000000E+01 -6.000000E+01 9.323900E-01 1.666667E+00 0.000000E+00 6.225650E-01 3.774350E-01
3.710772E+00 -2.451421E+01 -2.451421E+01 -6.000000E+01 -6.000000E+01 9.254170E-01 1.666667E+00 0.000000E+00 6.123130E-01 3.876870E-01
3.717908E+00 -2.449839E+01 -2.449839E+01 -6.000000E+01 -6.000000E+01 9.184720E-01 1.666667E+00 0.000000E+00 6.019560E-01 3.980440E-01
3.725008E+00 -2.448275E+01 -2.448275E+01 -6.000000E+01 -6.000000E+01 9.115590E-01 1.666667E+00 0.000000E+00 5.914960E-01 4.085040E-01
3.732072E+00 -2.446727E+01 -2.446727E+01 -6.000000E+01 -6.000000E+01 9.046800E-01 1.666667E+00 0.000000E+00 5.809380E-01 4.190620E-01
3.739102E+00 -2.445196E+01 -2.445196E+01 -6.000000E+01 -6.000000E+01 8.978370E-01 1.666667E+00 0.000000E+00 5.702830E-01 4.297170E-01
3.746102E+00 -2.443681E+01 -2.443681E+01 -6.000000E+01 -6.000000E+01 8.910330E-01 1.666667E+00 0.000000E+00 5.595350E-01 4.404650E-01
3.753070E+00 -2.442182E+01 -2.442182E+01 -6.000000E+01 -6.000000E+01 8.842700E-01 1.666667E+00 0.000000E+00 5.486970E-01 4.513030E-01
3.760010E+00 -2.440698E+01 -2.440698E+01 -6.000000E+01 -6.000000E+01 8.775480E-01 1.666667E+00 0.000000E+00 5.377730E-01 4.622270E-01
3.766923E+00 -2.439228E+01 -2.439228E+01 -6.000000E+01 -6.000000E+01 8.708710E-01 1.666667E+00 0.000000E+00 5.267660E-01 4.732340E-01
3.773810E+00 -2.437772E+01 -2.437772E+01 -6.000000E+01 -6.000000E+01 8.642400E-01 1.666667E+00 0.000000E+00 5.156780E-01 4.843220E-01
3.780674E+00 -2.436330E+01 -2.436330E+01 -6.000000E+01 -6.000000E+01 8.576560E-01 1.666667E+00 0.000000E+00 5.045140E-01 4.954860E-01
3.787515E+00 -2.434900E+01 -2.434900E+01 -6.000000E+01 -6.000000E+01 8.511200E-01 1.666667E+00 0.000000E+00 4.932750E-01 5.067250E-01
3.794335E+00 -2.433483E+01 -2.433483E+01 -6.000000E+01 -6.000000E+01 8.446350E-01 1.666667E+00 0.000000E+00 4.819670E-01 5.180330E-01
3.801135E+00 -2.432077E+01 -2.432077E+01 -6.000000E+01 -6.000000E+01 8.382000E-01 1.666667E+00 0.000000E+00 4.705930E-01 5.294070E-01
3.807918E+00 -2.430681E+01 -2.430681E+01 -6.000000E+01 -6.000000E+01 8.318180E-01 1.666667E+00 0.000000E+00 4.591550E-01 5.408450E-01
3.814683E+00 -2.429294E+01 -2.429294E+01 -6.000000E+01 -6.000000E+01 8.254890E-01 1.666667E+00 0.000000E+00 4.476580E-01 5.523420E-01
3.821434E+00 -2.427915E+01 -2.427915E+01 -6.000000E+01 -6.000000E+01 8.192150E-01 1.666667E+00 0.000000E+00 4.361070E-01 5.638930E-01
3.828171E+00 -2.426543E+01 -2.426543E+01 -6.000000E+01 -6.000000E+01 8.129970E-01 1.666667E+00 0.000000E+00 4.245040E-01 5.754960E-01
3.834896E+00 -2.425176E+01 -2.425176E+01 -6.000000E+01 -6.000000E+01 8.068360E-01 1.666667E+00 0.000000E+00 4.128560E-01 5.871440E-01
3.841611E+00 -2.423810E+01 -2.423810E+01 -6.000000E+01 -6.000000E+01 8.007330E-01 1.666667E+00 0.000000E+00 4.011670E-01 5.988330E-01
3.848318E+00 -2.422444E+01 -2.422444E+01 -6.000000E+01 -6.000000E+01 7.946900E-01 1.666667E+00 0.000000E+00 3.894430E-01 6.105570E-01
3.855019E+00 -2.421074E+01 -2.421074E+01 -6.000000E+01 -6.000000E+01 7.887080E-01 1.666667E+00 0.000000E+00 3.776900E-01 6.223100E-01
3.861717E+00 -2.419698E+01 -2.419698E+01 -6.000000E+01 -6.000000E+01 7.827890E-01 1.666667E+00 0.000000E+00 3.659150E-01 6.340850E-01
3.868415E+00 -2.418312E+01 -2.418312E+01 -6.000000E+01 -6.000000E+01 7.769350E-01 1.666667E+00 0.000000E+00 3.541250E-01 6.458750E-01
3.875114E+00 -2.416913E+01 -2.416913E+01 -6.000000E+01 -6.000000E+01 7.711480E-01 1.666667E+00 0.000000E+00 3.423290E-01 6.576710E-01
3.881820E+00 -2.415495E+01 -2.415495E+01 -6.000000E+01 -6.000000E+01 7.654310E-01 1.666667E+00 0.000000E+00 3.305360E-01 6.694640E-01
3.888536E+00 -2.414053E+01 -2.414053E+01 -6.000000E+01 -6.000000E+01 7.597860E-01 1.666667E+00 0.000000E+00 3.187560E-01 6.812440E-01
3.895267E+00 -2.412581E+01 -2.412581E+01 -6.000000E+01 -6.000000E+01 7.542160E-01 1.666667E+00 0.000000E+00 3.070010E-01 6.929990E-01
3.902018E+00 -2.411074E+01 -2.411074E+01 -6.000000E+01 -6.000000E+01 7.487260E-01 1.666667E+00 0.000000E+00 2.952830E-01 7.047170E-01
3.908794E+00 -2.409524E+01 -2.409524E+01 -6.000000E+01 -6.000000E+01 7.433170E-01 1.666667E+00 0.000000E+00 2.836160E-01 7.163840E-01
3.915602E+00 -2.407928E+01 -2.407928E+01 -6.000000E+01 -6.000000E+01 7.379960E-01 1.666667E+00 0.000000E+00 2.720140E-01 7.279860E-01
3.922450E+00 -2.406276E+01 -2.406276E+01 -6.000000E+01 -6.000000E+01 7.327650E-01 1.666667E+00 0.000000E+00 2.604930E-01 7.395070E-01
3.929346E+00 -2.404562E+01 -2.404562E+01 -6.000000E+01 -6.000000E+01 7.276300E-01 1.666667E+00 0.000000E+00 2.490710E-01 7.509290E-01
3.936297E+00 -2.402779E+01 -2.402779E+01 -6.000000E+01 -6.000000E+01 7.225960E-01 1.666667E+00 0.000000E+00 2.377660E-01 7.622340E-01
3.943312E+00 -2.400920E+01 -2.400920E+01 -6.000000E+01 -6.000000E+01 7.176670E-01 1.666667E+00 0.000000E+00 2.265950E-01 7.734050E-01
3.950402E+00 -2.398978E+01 -2.398978E+01 -6.000000E+01 -6.000000E+01 7.128500E-01 1.666667E+00 0.000000E+00 2.155790E-01 7.844210E-01
3.957579E+00 -2.396947E+01 -2.396947E+01 -6.000000E+01 -6.000000E+01 7.081480E-01 1.666667E+00 0.000000E+00 2.047370E-01 7.952630E-01
3.964851E+00 -2.394836E+01 -2.394836E+01 -6.000000E+01 -6.000000E+01 7.035660E-01 1.666667E+00 0.000000E+00 1.940850E-01 8.059150E-01
3.972230E+00 -2.392638E+01 -2.392638E+01 -6.000000E+01 -6.000000E+01 6.991080E-01 1.666667E+00 0.000000E+00 1.836430E-01 8.163570E-01
3.979722E+00 -2.390334E+01 -2.390334E+01 -6.000000E+01 -6.000000E+01 6.947820E-01 1.666667E+00 0.000000E+00 1.734320E-01 8.265680E-01
3.987341E+00 -2.387917E+01 -2.387917E+01 -6.000000E+01 -6.000000E+01 6.905900E-01 1.666667E+00 0.000000E+00 1.634730E-01 8.365270E-01
3.995097E+00 -2.385383E+01 -2.385383E+01 -6.000000E+01 -6.000000E+01 6.865390E-01 1.666667E+00 0.000000E+00 1.537840E-01 8.462160E-01
4.002999E+00 -2.382733E+01 -2.382733E+01 -6.000000E+01 -6.000000E+01 6.826340E-01 1.666667E+00 0.000000E+00 1.443860E-01 8.556140E-01
4.011063E+00 -2.379954E+01 -2.379954E+01 -6.000000E+01 -6.000000E+01 6.788780E-01 1.666667E+00 0.000000E+00 1.352970E-01 8.647030E-01
4.019295E+00 -2.377041E+01 -2.377041E+01 -6.000000E+01 -6.000000E+01 6.752750E-01 1.666667E+00 0.000000E+00 1.265340E-01 8.734660E-01
4.027708E+00 -2.374006E+01 -2.374006E+01 -6.000000E+01 -6.000000E+01 6.718290E-01 1.666667E+00 0.000000E+00 1.181100E-01 8.818900E-01
4.036305E+00 -2.370845E+01 -2.370845E+01 -6.000000E+01 -6.000000E+01 6.685420E-01 1.666667E+00 0.000000E+00 1.100380E-01 8.899620E-01
4.045104E+00 -2.367559E+01 -2.367559E+01 -6.000000E+01 -6.000000E+01 6.654150E-01 1.666667E+00 0.000000E+00 1.023290E-01 8.976710E-01
4.054100E+00 -2.364151E+01 -2.364151E+01 -6.000000E+01 -6.000000E+01 6.624480E-01 1.666667E+00 0.000000E+00 9.499043E-02 9.050100E-01
4.063303E+00 -2.360629E+01 -2.360629E+01 -6.000000E+01 -6.000000E+01 6.596420E-01 1.666667E+00 0.000000E+00 8.802598E-02 9.119740E-01
4.072720E+00 -2.356998E+01 -2.356998E+01 -6.000000E+01 -6.000000E+01 6.569950E-01 1.666667E+00 0.000000E+00 8.143782E-02 9.185620E-01
4.082344E+00 -2.353267E+01 -2.353267E+01 -6.000000E+01 -6.000000E+01 6.545050E-01 1.666667E+00 0.000000E+00 7.522453E-02 9.247750E-01
4.092184E+00 -2.349450E+01 -2.349450E+01 -6.000000E+01 -6.000000E+01 6.521690E-01 1.666667E+00 0.000000E+00 6.938184E-02 9.306180E-01
4.102231E+00 -2.345554E+01 -2.345554E+01 -6.000000E+01 -6.000000E+01 6.499810E-01 1.666667E+00 0.000000E+00 6.390287E-02 9.360970E-01
4.112488E+00 -2.341595E+01 -2.341595E+01 -6.000000E+01 -6.000000E+01 6.479380E-01 1.666667E+00 0.000000E+00 5.877817E-02 9.412220E-01
4.122946E+00 -2.337587E+01 -2.337587E+01 -6.000000E+01 -6.000000E+01 6.460330E-01 1.666667E+00 0.000000E+00 5.399615E-02 9.460040E-01
4.133606E+00 -2.333544E+01 -2.333544E+01 -6.000000E+01 -6.000000E+01 6.442600E-01 1.666667E+00 0.000000E+00 4.954334E-02 9.504570E-01
4.144456E+00 -2.329482E+01 -2.329482E+01 -6.000000E+01 -6.000000E+01 6.426120E-01 1.666667E+00 0.000000E+00 4.540483E-02 9.545950E-01
4.155494E+00 -2.325417E+01 -2.325417E+01 -6.000000E+01 -6.000000E+01 6.410830E-01 1.666667E+00 0.000000E+00 4.156455E-02 9.584350E-01
4.166708E+00 -2.321370E+01 -2.321370E+01 -6.000000E+01 -6.000000E+01 6.396650E-01 1.666667E+00 0.000000E+00 3.800569E-02 9.619940E-01
4.178096E+00 -2.317355E+01 -2.317355E+01 -6.000000E+01 -6.000000E+01 6.383510E-01 1.666667E+00 0.000000E+00 3.471125E-02 9.652890E-01
4.189647E+00 -2.313387E+01 -2.313387E+01 -6.000000E+01 -6.000000E+01 6.371330E-01 1.666667E+00 0.000000E+00 3.166429E-02 9.683360E-01
4.201353E+00 -2.309483E+01 -2.309483E+01 -6.000000E+01 -6.000000E+01 6.360040E-01 1.666667E+00 0.000000E+00 2.884825E-02 9.711520E-01
4.213210E+00 -2.305658E+01 -2.305658E+01 -6.000000E+01 -6.000000E+01 6.349590E-01 1.666667E+00 0.000000E+00 2.624741E-02 9.737530E-01
4.225203E+00 -2.301917E+01 -2.301917E+01 -6.000000E+01 -6.000000E+01 6.339900E-01 1.666667E+00 0.000000E+00 2.384719E-02 9.761530E-01
4.237333E+00 -2.298266E+01 -2.298266E+01 -6.000000E+01 -6.000000E+01 6.330940E-01 1.666667E+00 0.000000E+00 2.163339E-02 9.783670E-01
4.249590E+00 -2.294730E+01 -2.294730E+01 -6.000000E+01 -6.000000E+01 6.322630E-01 1.666667E+00 0.000000E+00 1.959219E-02 9.804080E-01
4.261971E+00 -2.291325E+01 -2.291325E+01 -6.000000E+01 -6.000000E+01 6.314920E-01 1.666667E+00 0.000000E+00 1.771082E-02 9.822890E-01
4.274472E+00 -2.288063E+01 -2.288063E+01 -6.000000E+01 -6.000000E+01 6.307770E-01 1.666667E+00 0.000000E+00 1.597758E-02 9.840220E-01
4.287089E+00 -2.284955E+01 -2.284955E+01 -6.000000E+01 -6.000000E+01 6.301120E-01 1.666667E+00 0.000000E+00 1.438176E-02 9.856180E-01
4.299819E+00 -2.282011E+01 -2.282011E+01 -6.000000E+01 -6.000000E+01 6.294930E-01 1.666667E+00 0.000000E+00 1.291364E-02 9.870860E-01
4.312653E+00 -2.279240E+01 -2.279240E+01 -6.000000E+01 -6.000000E+01 6.289170E-01 1.666667E+00 0.000000E+00 1.156443E-02 9.884360E-01
4.325592E+00 -2.276649E+01 -2.276649E+01 -6.000000E+01 -6.000000E+01 6.283810E-01 1.666667E+00 0.000000E+00 1.032620E-02 9.896740E-01
4.338632E+00 -2.274244E+01 -2.274244E+01 -6.000000E+01 -6.000000E+01 6.278810E-01 1.666667E+00 0.000000E+00 9.191819E-03 9.908080E-01
4.351765E+00 -2.272029E+01 -2.272029E+01 -6.000000E+01 -6.000000E+01 6.274140E-01 1.666667E+00 0.000000E+00 8.154867E-03 9.918450E-01
4.364990E+00 -2.270006E+01 -2.270006E+01 -6.000000E+01 -6.000000E+01 6.269780E-01 1.666667E+00 0.000000E+00 7.209521E-03 9.927900E-01
4.378303E+00 -2.268172E+01 -2.268172E+01 -6.000000E+01 -6.000000E+01 6.265710E-01 1.666667E+00 0.000000E+00 6.350469E-03 9.936500E-01
4.391695E+00 -2.266524E+01 -2.266524E+01 -6.000000E+01 -6.000000E+01 6.261900E-01 1.666667E+00 0.000000E+00 5.572795E-03 9.944270E-01
4.405160E+00 -2.265052E+01 -2.265052E+01 -6.000000E+01 -6.000000E+01 6.258330E-01 1.666667E+00 0.000000E+00 4.871877E-03 9.951280E-01
4.418692E+00 -2.263744E+01 -2.263744E+01 -6.000000E+01 -6.000000E+01 6.254980E-01 1.666667E+00 0.000000E+00 4.243279E-03 9.957570E-01
4.432289E+00 -2.262579E+01 -2.262579E+01 -6.000000E+01 -6.000000E+01 6.251840E-01 1.666667E+00 0.000000E+00 3.682368E-03 9.963180E-01
4.445954E+00 -2.261594E+01 -2.261594E+01 -6.000000E+01 -6.000000E+01 6.248880E-01 1.666667E+00 0.000000E+00 3.184254E-03 9.968160E-01
4.459674E+00 -2.260792E+01 -2.260792E+01 -6.000000E+01 -6.000000E+01 6.246070E-01 1.666667E+00 0.000000E+00 2.744302E-03 9.972560E-01
4.473439E+00 -2.260118E+01 -2.260118E+01 -6.000000E+01 -6.000000E+01 6.243420E-01 1.666667E+00 0.000000E+00 2.358003E-03 9.976420E-01
4.487232E+00 -2.259556E+01 -2.259556E+01 -6.000000E+01 -6.000000E+01 6.240890E-01 1.666667E+00 0.000000E+00 2.020788E-03 9.979790E-01
4.501039E+00 -2.259059E+01 -2.259059E+01 -6.000000E+01 -6.000000E+01 6.238490E-01 1.666667E+00 0.000000E+00 1.728183E-03 9.982720E-01
4.514852E+00 -2.258595E+01 -2.258595E+01 -6.000000E+01 -6.000000E+01 6.236190E-01 1.666667E+00 0.000000E+00 1.475666E-03 9.985240E-01
4.528666E+00 -2.258151E+01 -2.258151E+01 -6.000000E+01 -6.000000E+01 6.234000E-01 1.666667E+00 0.000000E+00 1.258769E-03 9.987410E-01
4.542473E+00 -2.257711E+01 -2.257711E+01 -6.000000E+01 -6.000000E+01 6.231880E-01 1.666667E+00 0.000000E+00 1.073243E-03 9.989270E-01
4.556268E+00 -2.257264E+01 -2.257264E+01 -6.000000E+01 -6.000000E+01 6.229840E-01 1.666667E+00 0.000000E+00 9.151120E-04 9.990850E-01
4.570042E+00 -2.256782E+01 -2.256782E+01 -6.000000E+01 -6.000000E+01 6.227850E-01 1.666667E+00 0.000000E+00 7.807144E-04 9.992190E-01
4.583796E+00 -2.256259E+01 -2.256259E+01 -6.000000E+01 -6.000000E+01 6.225930E-01 1.666667E+00 0.000000E+00 6.667154E-04 9.993330E-01
4.597527E+00 -2.255692E+01 -2.255692E+01 -6.000000E+01 -6.000000E+01 6.224060E-01 1.666667E+00 0.000000E+00 5.701495E-04 9.994300E-01
4.611235E+00 -2.255077E+01 -2.255077E+01 -6.000000E+01 -6.000000E+01 6.222230E-01 1.666667E+00 0.000000E+00 4.884162E-04 9.995120E-01
4.624917E+00 -2.254405E+01 -2.254405E+01 -6.000000E+01 -6.000000E+01 6.220440E-01 1.666667E+00 0.000000E+00 4.192550E-04 9.995810E-01
4.638573E+00 -2.253674E+01 -2.253674E+01 -6.000000E+01 -6.000000E+01 6.218690E-01 1.666667E+00 0.000000E+00 3.607140E-04 9.996390E-01
4.652204E+00 -2.252880E+01 -2.252880E+01 -6.000000E+01 -6.000000E+01 6.216970E-01 1.666667E+00 0.000000E+00 3.111221E-04 9.996890E-01
4.665814E+00 -2.252031E+01 -2.252031E+01 -6.000000E+01 -6.000000E+01 6.215290E-01 1.666667E+00 0.000000E+00 2.690573E-04 9.997310E-01
4.679403E+00 -2.251136E+01 -2.251136E+01 -6.000000E+01 -6.000000E+01 6.213630E-01 1.666667E+00 0.000000E+00 2.333211E-04 9.997670E-01
4.692972E+00 -2.250189E+01 -2.250189E+01 -6.000000E+01 -6.000000E+01 6.212010E-01 1.666667E+00 0.000000E+00 2.029168E-04 9.997970E-01
4.706510E+00 -2.249197E+01 -2.249197E+01 -6.000000E+01 -6.000000E+01 6.210410E-01 1.666667E+00 0.000000E+00 1.769881E-04 9.998230E-01
4.720023E+00 -2.248072E+01 -2.248072E+01 -6.000000E+01 -6.000000E+01 6.208850E-01 1.666667E+00 0.000000E+00 1.568178E-04 9.998430E-01
4.733542E+00 -2.246952E+01 -2.246952E+01 -6.000000E+01 -6.000000E+01 6.207310E-01 1.666667E+00 0.000000E+00 1.389937E-04 9.998610E-01
4.747061E+00 -2.245887E+01 -2.245887E+01 -6.000000E+01 -6.000000E+01 6.205800E-01 1.666667E+00 0.000000E+00 1.213426E-04 9.998790E-01
4.760559E+00 -2.244760E+01 -2.244760E+01 -6.000000E+01 -6.000000E+01 6.204310E-01 1.666667E+00 0.000000E+00 1.064654E-04 9.998940E-01
4.774044E+00 -2.243586E+01 -2.243586E+01 -6.000000E+01 -6.000000E+01 6.202850E-01 1.666667E+00 0.000000E+00 9.380199E-05 9.999060E-01
4.787519E+00 -2.242379E+01 -2.242379E+01 -6.000000E+01 -6.000000E+01 6.201410E-01 1.666667E+00 0.000000E+00 8.294187E-05 9.999170E-01
4.800984E+00 -2.241138E+01 -2.241138E+01 -6.000000E+01 -6.000000E+01 6.200010E-01 1.666667E+00 0.000000E+00 7.357210E-05 9.999260E-01
4.814439E+00 -2.239867E+01 -2.239867E+01 -6.000000E+01 -6.000000E+01 6.198630E-01 1.666667E+00 0.000000E+00 6.544789E-05 9.999350E-01
4.827887E+00 -2.238567E+01 -2.238567E+01 -6.000000E+01 -6.000000E+01 6.197290E-01 1.666667E+00 0.000000E+00 5.837398E-05 9.999420E-01
4.841332E+00 -2.237239E+01 -2.237239E+01 -6.000000E+01 -6.000000E+01 6.195980E-01 1.666667E+00 0.000000E+00 5.219530E-05 9.999480E-01
