7.772717e+01   1.289060e+00  
8.007761e+01   1.289000e+00  
8.249950e+01   1.288940e+00  
8.499608e+01   1.288870e+00  
8.757063e+01   1.288800e+00  
9.022449e+01   1.288720e+00  
9.295920e+01   1.288640e+00  
9.577813e+01   1.288560e+00  
9.868444e+01   1.288470e+00  
1.016803e+02   1.288380e+00  
1.047683e+02   1.288280e+00  
1.079507e+02   1.288180e+00  
1.112314e+02   1.288070e+00  
1.146138e+02   1.287950e+00  
1.180992e+02   1.287840e+00  
1.216928e+02   1.287710e+00  
1.253957e+02   1.287580e+00  
1.292119e+02   1.287450e+00  
1.331459e+02   1.287310e+00  
1.372014e+02   1.287160e+00  
1.413808e+02   1.287000e+00  
1.456886e+02   1.286840e+00  
1.501287e+02   1.286670e+00  
1.547035e+02   1.286500e+00  
1.594190e+02   1.286320e+00  
1.642805e+02   1.286130e+00  
1.692898e+02   1.285930e+00  
1.744525e+02   1.285730e+00  
1.797755e+02   1.285510e+00  
1.852592e+02   1.285290e+00  
1.909126e+02   1.285060e+00  
1.967367e+02   1.284830e+00  
2.027411e+02   1.284580e+00  
2.089283e+02   1.284330e+00  
2.153063e+02   1.284060e+00  
2.218784e+02   1.283790e+00  
2.286531e+02   1.283500e+00  
2.356331e+02   1.283210e+00  
2.428269e+02   1.282910e+00  
2.502431e+02   1.282590e+00  
2.578841e+02   1.282270e+00  
2.657600e+02   1.281930e+00  
2.738747e+02   1.281590e+00  
2.822396e+02   1.281230e+00  
2.908602e+02   1.280860e+00  
2.997454e+02   1.280470e+00  
3.088986e+02   1.280080e+00  
3.183347e+02   1.279670e+00  
3.280564e+02   1.279250e+00  
3.380773e+02   1.278810e+00  
3.484038e+02   1.278360e+00  
3.590419e+02   1.277900e+00  
3.700073e+02   1.277420e+00  
3.813083e+02   1.276920e+00  
3.929505e+02   1.276410e+00  
4.049489e+02   1.275880e+00  
4.173093e+02   1.275340e+00  
4.300468e+02   1.274780e+00  
4.431745e+02   1.274190e+00  
4.566972e+02   1.273590e+00  
4.706313e+02   1.272970e+00  
4.849849e+02   1.272330e+00  
4.997778e+02   1.271660e+00  
5.150172e+02   1.270970e+00  
